url,course_name,rating,survey_count,Institution,Subject,Level,Language,Associated_skills,price,duration
https://www.edx.org/learn/medicine/doane-university-medical-terminology,DoaneX: Medical Terminology,4.4 stars,56 ratings,DoaneX,Biology & Life Sciences,Introductory,English,"Academic Integrity, Anatomy, Auditing, Medical Terminology, Pathology, Physiology",$119 USD,8 weeks
https://www.edx.org/learn/human-biology/universita-degli-studi-di-napoli-federico-ii-applied-anatomy-of-the-locomotor-system,FedericaX: Applied anatomy of the locomotor system,4.5 stars,11 ratings,FedericaX,Medicine,Intermediate,English,"Anatomy, Clinical Research, Exercise Science, Orthopedics, Pathology, Physical Education, Physical Therapy, Rehabilitation, Sports Medicine",$54.98 USD,8 weeks
https://www.edx.org/learn/design/the-hong-kong-university-of-science-and-technology-ergonomics-in-design,HKUSTx: Ergonomics in Design,4.4 stars,8 ratings,HKUSTx,Design,Introductory,English,"Anatomy, Anthropometrics, Demonstration Skills, Ergonomics, Human Performance Technology, Information Sciences",$79 USD,6 weeks
https://www.edx.org/learn/neuroscience/harvard-university-fundamentals-of-neuroscience-part-3-the-brain,"HarvardX: Fundamentals of Neuroscience, Part 3: The Brain",4.9 stars,47 ratings,,,,,,$249 USD,8 weeks
https://www.edx.org/learn/product-design/the-university-of-maryland-college-park-product-design-prototyping-and-testing,"UMD, USMx: Product Design, Prototyping, and Testing",4.3 stars,54 ratings,"UMD, USMx",Business & Management,Introductory,English,"Concept Testing, Concurrent Engineering, Design Thinking, Engineering Design Process, Function Model, Industrial Design, Manufacturing Processes, Mass Customization, Modular Design, New Product Development, Persona (User Experience), Planning, Product Design, Product Management, Prototyping, Scrum (Software Development), User Experience, Wireframing",$249 USD,4 weeks
https://www.edx.org/learn/human-biology/university-of-adelaide-essential-human-biology-cells-and-tissues,AdelaideX: Essential Human Biology: Cells and Tissues,4.6 stars,60 ratings,AdelaideX,Medicine,Introductory,English,"Anatomy, Animations, Biology, Health Sciences, Human Biology, Physiology, Planning",$169 USD,5 weeks
https://www.edx.org/learn/surgery/university-of-hong-kong-so-you-want-to-be-a-surgeon,HKUx: So You Want To Be A Surgeon?,4.9 stars,10 ratings,HKUx,Medicine,Introductory,English,"Investigation, Research, Surgery, Surgical Procedures, Surgical Services, Treatment Planning",$99 USD,6 weeks
https://www.edx.org/learn/medicine/university-of-hong-kong-advanced-cardiac-imaging-cardiac-computed-tomography-ct,HKUx: Advanced Cardiac Imaging: Cardiac Computed Tomography (CT),4.7 stars,20 ratings,HKUx,Medicine,Introductory,English,"Cardiac Imaging, Cardiology, Consolidated Media Reports, Coronary Catheterization, Diagnostic Radiology, Educational Materials, Life Sciences, Magnetic Resonance Imaging, Radiology, X-Ray Computed Tomography",$149 USD,4 weeks
https://www.edx.org/learn/anatomy/seoul-national-university-basic-anatomy-for-everyone,SNUx: Basic Anatomy for Everyone,3.4 stars,5 ratings,SNUx,Health & Safety,Introductory,None,English,$54 USD,8 weeks
https://www.edx.org/learn/medicine/doane-university-medical-terminology,DoaneX: Medical Terminology,4.4 stars,56 ratings,DoaneX,Biology & Life Sciences,Introductory,English,"Academic Integrity, Anatomy, Auditing, Medical Terminology, Pathology, Physiology",$119 USD,8 weeks
https://www.edx.org/learn/human-biology/universita-degli-studi-di-napoli-federico-ii-applied-anatomy-of-the-locomotor-system,FedericaX: Applied anatomy of the locomotor system,4.5 stars,11 ratings,FedericaX,Medicine,Intermediate,English,"Anatomy, Clinical Research, Exercise Science, Orthopedics, Pathology, Physical Education, Physical Therapy, Rehabilitation, Sports Medicine",$54.98 USD,8 weeks
https://www.edx.org/learn/design/the-hong-kong-university-of-science-and-technology-ergonomics-in-design,HKUSTx: Ergonomics in Design,4.4 stars,8 ratings,HKUSTx,Design,Introductory,English,"Anatomy, Anthropometrics, Demonstration Skills, Ergonomics, Human Performance Technology, Information Sciences",$79 USD,6 weeks
https://www.edx.org/learn/neuroscience/harvard-university-fundamentals-of-neuroscience-part-3-the-brain,"HarvardX: Fundamentals of Neuroscience, Part 3: The Brain",4.9 stars,47 ratings,,,,,,$249 USD,8 weeks
https://www.edx.org/learn/product-design/the-university-of-maryland-college-park-product-design-prototyping-and-testing,"UMD, USMx: Product Design, Prototyping, and Testing",4.3 stars,54 ratings,"UMD, USMx",Business & Management,Introductory,English,"Concept Testing, Concurrent Engineering, Design Thinking, Engineering Design Process, Function Model, Industrial Design, Manufacturing Processes, Mass Customization, Modular Design, New Product Development, Persona (User Experience), Planning, Product Design, Product Management, Prototyping, Scrum (Software Development), User Experience, Wireframing",$249 USD,4 weeks
https://www.edx.org/learn/human-biology/university-of-adelaide-essential-human-biology-cells-and-tissues,AdelaideX: Essential Human Biology: Cells and Tissues,4.6 stars,60 ratings,AdelaideX,Medicine,Introductory,English,"Anatomy, Animations, Biology, Health Sciences, Human Biology, Physiology, Planning",$169 USD,5 weeks
https://www.edx.org/learn/surgery/university-of-hong-kong-so-you-want-to-be-a-surgeon,HKUx: So You Want To Be A Surgeon?,4.9 stars,10 ratings,HKUx,Medicine,Introductory,English,"Investigation, Research, Surgery, Surgical Procedures, Surgical Services, Treatment Planning",$99 USD,6 weeks
https://www.edx.org/learn/medicine/university-of-hong-kong-advanced-cardiac-imaging-cardiac-computed-tomography-ct,HKUx: Advanced Cardiac Imaging: Cardiac Computed Tomography (CT),4.7 stars,20 ratings,HKUx,Medicine,Introductory,English,"Cardiac Imaging, Cardiology, Consolidated Media Reports, Coronary Catheterization, Diagnostic Radiology, Educational Materials, Life Sciences, Magnetic Resonance Imaging, Radiology, X-Ray Computed Tomography",$149 USD,4 weeks
https://www.edx.org/learn/medicine/university-of-hong-kong-advanced-cardiac-imaging-cardiac-magnetic-resonance-cmr,HKUx: Advanced Cardiac Imaging: Cardiac Magnetic Resonance (CMR),4.6 stars,12 ratings,HKUx,Medicine,Introductory,English,"Angiography, Artificial Intelligence, Cardiac Imaging, Cardiology, Consolidated Media Reports, Contrast Medium, Life Sciences, Magnetic Resonance Imaging, Perfusion, Physics, Post Processing, Radiology, T2 Tax Return (Corporation Income Tax Return), X-Ray Computed Tomography",$149 USD,5 weeks
https://www.edx.org/learn/neuroscience/harvard-university-fundamentals-of-neuroscience-part-3-the-brain,"HarvardX: Fundamentals of Neuroscience, Part 3: The Brain",4.9 stars,47 ratings,,,,,,$249 USD,8 weeks
https://www.edx.org/learn/human-biology/the-hong-kong-polytechnic-university-how-we-see-the-world-visual-function-and-eye-health,HKPolyUx: How We See the World: Visual Function and Eye Health,4.8 stars,9 ratings,HKPolyUx,Biology & Life Sciences,Introductory,English,"Animations, Eyes, Ophthalmology, Optometry",$99 USD,6 weeks
https://www.edx.org/learn/how-to-learn/barbara-oakley-olav-schewe-learn-like-a-pro-science-based-tools-to-become-better-at-anything,BarbaraOakley_OlavSchewe: Learn Like a Pro: Science-Based Tools to Become Better at Anything,4.6 stars,22 ratings,BarbaraOakley_OlavSchewe,Education & Teacher Training,Introductory,English,"Optometry, Research, Speed Reading, Teaching",$59 USD,2 weeks
https://www.edx.org/learn/biology/massachusetts-institute-of-technology-introduction-to-biology-the-secret-of-life,MITx: Introduction to Biology - The Secret of Life,4.5 stars,37 ratings,MITx,Biology & Life Sciences,Introductory,English,"Auditing, Biochemistry, Biology, Formative And Summative Assessments, Genetics, Genomics, Macromolecule, Molecular Biology, Recombinant DNA Technology, Ribonucleic Acid Sequencing",$150 USD,16 weeks
https://www.edx.org/learn/cellular-biology/harvard-university-cell-biology-mitochondria,HarvardX: Cell Biology: Mitochondria,4.7 stars,177 ratings,HarvardX,Biology & Life Sciences,Introductory,English,"Algae, Biology, Cell Biology, Macromolecule, Metabolism, Mitochondria",$149 USD,4 weeks
https://www.edx.org/learn/ethics/harvard-university-bioethics-the-law-medicine-and-ethics-of-reproductive-technologies-and-genetics,"HarvardX: Bioethics: The Law, Medicine, and Ethics of Reproductive Technologies and Genetics",4.7 stars,84 ratings,HarvardX,Medicine,Introductory,English,"Bioethics, Genetics, In Vitro Fertilisation",$219 USD,10 weeks
https://www.edx.org/learn/drugs/davidson-college-drug-discovery-medicinal-chemistry,"DavidsonX: Innovate & Regulate: Drug Research, Costs, Clinical Trials & Approval",4.6 stars,44 ratings,DavidsonX,Medicine,Intermediate,English,"Auditing, Biology, Chemistry, Clinical Trials, Drug Administration, Drug Development, Drug Discovery, Intellectual Property, Medicinal Chemistry, Patents, Pharmaceuticals, Research, Scientific Studies, White Space Development",$99 USD,5 weeks
https://www.edx.org/learn/medicine/university-of-pennsylvania-the-history-of-medieval-medicine-through-jewish-manuscripts,PennX: The History of Medieval Medicine Through Jewish Manuscripts,4.7 stars,8 ratings,PennX,History,Advanced,English,Medical Science,$29 USD,4 weeks
https://www.edx.org/learn/artificial-intelligence/ku-leuven-ai-in-healthcare-hype-or-help,KULeuvenX: AI in Healthcare. Hype or Help?,4.1 stars,9 ratings,,,,,,$80.6 USD,10 weeks
https://www.edx.org/learn/human-biology/the-hong-kong-polytechnic-university-how-we-see-the-world-visual-function-and-eye-health,HKPolyUx: How We See the World: Visual Function and Eye Health,4.8 stars,9 ratings,HKPolyUx,Biology & Life Sciences,Introductory,English,"Animations, Eyes, Ophthalmology, Optometry",$99 USD,6 weeks
https://www.edx.org/learn/drugs/davidson-college-drug-discovery-medicinal-chemistry,"DavidsonX: Innovate & Regulate: Drug Research, Costs, Clinical Trials & Approval",4.6 stars,44 ratings,DavidsonX,Medicine,Intermediate,English,"Auditing, Biology, Chemistry, Clinical Trials, Drug Administration, Drug Development, Drug Discovery, Intellectual Property, Medicinal Chemistry, Patents, Pharmaceuticals, Research, Scientific Studies, White Space Development",$99 USD,5 weeks
https://www.edx.org/learn/medicine/university-of-pennsylvania-the-history-of-medieval-medicine-through-jewish-manuscripts,PennX: The History of Medieval Medicine Through Jewish Manuscripts,4.7 stars,8 ratings,PennX,History,Advanced,English,Medical Science,$29 USD,4 weeks
https://www.edx.org/learn/artificial-intelligence/ku-leuven-ai-in-healthcare-hype-or-help,KULeuvenX: AI in Healthcare. Hype or Help?,4.1 stars,9 ratings,,,,,,$80.6 USD,10 weeks
https://www.edx.org/learn/human-biology/the-hong-kong-polytechnic-university-how-we-see-the-world-visual-function-and-eye-health,HKPolyUx: How We See the World: Visual Function and Eye Health,4.8 stars,9 ratings,HKPolyUx,Biology & Life Sciences,Introductory,English,"Animations, Eyes, Ophthalmology, Optometry",$99 USD,6 weeks
https://www.edx.org/learn/cooking/harvard-university-food-fermentation-the-science-of-cooking-with-microbes,HarvardX: Food Fermentation: The Science of Cooking with Microbes,4.7 stars,85 ratings,HarvardX,Biology & Life Sciences,Introductory,,"Biochemistry, Chemistry, Cooking, Experimentation, Fermentation, Microbiology",$249 USD,14 weeks
https://www.edx.org/learn/medicine/the-university-of-hong-kong-fundamentals-of-cariology,HKUx: Fundamentals of Cariology,2.6 stars,5 ratings,,,,,,$99 USD,4 weeks
https://www.edx.org/learn/nutrition/wageningen-university-research-nutrition-and-health-human-microbiome,WageningenX: Nutrition and Health: Human Microbiome,4.2 stars,34 ratings,WageningenX,Health & Safety,Introductory,English,"Allergology, Balancing (Ledger/Billing), Cell Biology, Diabetes Mellitus, Irritable Bowel Syndrome, Microbiology, Viruses, Written Composition",$209 USD,6 weeks
https://www.edx.org/learn/food-science/zhaw-zurich-university-of-applied-sciences-aquaponics-the-circular-food-production-system,ZHAWx: Aquaponics – the circular food production system,4.6 stars,16 ratings,ZHAWx,Biology & Life Sciences,Intermediate,English,"Aquaculture, Aquaponics, Biology, Chemistry, Fish Culture, Hydroponics, Microbiology, Natural Sciences, Physics, Plant Physiology, Soil Science, Wastewater, Water Chemistry Analysis",$129 USD,6 weeks
https://www.edx.org/learn/nutrition/wageningen-university-research-nutrition-and-health-food-safety,WageningenX: Nutrition and Health: Food Safety,4.3 stars,52 ratings,WageningenX,Food & Nutrition,Introductory,English,"Food Safety And Sanitation, Foodborne Illness, Managing Intoxication",$209 USD,8 weeks
https://www.edx.org/learn/cooking/harvard-university-food-fermentation-the-science-of-cooking-with-microbes,HarvardX: Food Fermentation: The Science of Cooking with Microbes,4.7 stars,85 ratings,HarvardX,Biology & Life Sciences,Introductory,,"Biochemistry, Chemistry, Cooking, Experimentation, Fermentation, Microbiology",$249 USD,14 weeks
https://www.edx.org/learn/medicine/the-university-of-hong-kong-fundamentals-of-cariology,HKUx: Fundamentals of Cariology,2.6 stars,5 ratings,,,,,,$99 USD,4 weeks
https://www.edx.org/learn/nutrition/wageningen-university-research-nutrition-and-health-human-microbiome,WageningenX: Nutrition and Health: Human Microbiome,4.2 stars,34 ratings,WageningenX,Health & Safety,Introductory,English,"Allergology, Balancing (Ledger/Billing), Cell Biology, Diabetes Mellitus, Irritable Bowel Syndrome, Microbiology, Viruses, Written Composition",$209 USD,6 weeks
https://www.edx.org/learn/food-science/zhaw-zurich-university-of-applied-sciences-aquaponics-the-circular-food-production-system,ZHAWx: Aquaponics – the circular food production system,4.6 stars,16 ratings,ZHAWx,Biology & Life Sciences,Intermediate,English,"Aquaculture, Aquaponics, Biology, Chemistry, Fish Culture, Hydroponics, Microbiology, Natural Sciences, Physics, Plant Physiology, Soil Science, Wastewater, Water Chemistry Analysis",$129 USD,6 weeks
https://www.edx.org/learn/nutrition/wageningen-university-research-nutrition-and-health-food-safety,WageningenX: Nutrition and Health: Food Safety,4.3 stars,52 ratings,WageningenX,Food & Nutrition,Introductory,English,"Food Safety And Sanitation, Foodborne Illness, Managing Intoxication",$209 USD,8 weeks
https://www.edx.org/learn/image-analysis/ecole-polytechnique-federale-de-lausanne-image-processing-and-analysis-for-life-scientists,EPFLx: Image Processing and Analysis for Life Scientists,4.3 stars,6 ratings,EPFLx,Data Analysis & Statistics,Intermediate,English,"Biology, Image Analysis, Image Processing, Service-Oriented, Workflow Management",$249 USD,7 weeks
https://www.edx.org/learn/physical-chemistry/ecole-polytechnique-federale-de-lausanne-cement-chemistry-and-sustainable-cementitious-materials,EPFLx: Cement Chemistry and Sustainable Cementitious Materials,4.1 stars,16 ratings,EPFLx,Physics,Intermediate,English,"Chemistry, Crystallography, Infrastructure, Materials Science, Physics, Scanning Electron Microscopy",$249 USD,6 weeks
https://www.edx.org/learn/biology/massachusetts-institute-of-technology-introduction-to-biology-the-secret-of-life,MITx: Introduction to Biology - The Secret of Life,4.5 stars,37 ratings,MITx,Biology & Life Sciences,Introductory,English,"Auditing, Biochemistry, Biology, Formative And Summative Assessments, Genetics, Genomics, Macromolecule, Molecular Biology, Recombinant DNA Technology, Ribonucleic Acid Sequencing",$150 USD,16 weeks
https://www.edx.org/learn/dna/university-of-cambridge-forensic-science-dna-analysis,UniversityofCambridge: Forensic Science: DNA Analysis,4.6 stars,36 ratings,UniversityofCambridge,Biology & Life Sciences,Introductory,English,"Biology, DNA Profiling, Forensic Sciences, Genetics, Investigation, Law Enforcement, Molecular Biology, Podcasting, Public Policies, Research, Web Conferencing",$299 USD,5 weeks
https://www.edx.org/learn/genetics/massachusetts-institute-of-technology-genetics-the-fundamentals,MITx: Genetics: The Fundamentals,4.7 stars,29 ratings,MITx,Biology & Life Sciences,Advanced,English,"Biochemistry, Biology, Experimental Design, Genetics, Molecular Biology, Research, Scientific Methods",$99 USD,7 weeks
https://www.edx.org/learn/cellular-biology/massachusetts-institute-of-technology-cell-biology-transport-and-signaling,MITx: Cell Biology: Transport and Signaling,5.0 stars,7 ratings,MITx,Biology & Life Sciences,Advanced,English,"Biochemistry, Biology, Cell Biology, Data Analysis, Genetics, Molecular Biology, Scientific Methods",$99 USD,6 weeks
https://www.edx.org/learn/genetics/massachusetts-institute-of-technology-genetics-analysis-and-applications,MITx: Genetics: Analysis and Applications,4.7 stars,14 ratings,MITx,Biology & Life Sciences,Advanced,English,"Biochemistry, Biology, Experimental Design, Genetics, Molecular Biology, Research, Scientific Methods",$99 USD,8 weeks
https://www.edx.org/learn/cellular-biology/massachusetts-institute-of-technology-cell-biology-cell-cell-interactions,MITx: Cell Biology: Cell-Cell Interactions,4.7 stars,9 ratings,MITx,Biology & Life Sciences,Advanced,English,"Biochemistry, Biology, Cell Biology, Data Analysis, Genetics, Molecular Biology, Research, Scientific Methods",$99 USD,7 weeks
https://www.edx.org/learn/cellular-biology/massachusetts-institute-of-technology-cell-biology-the-cytoskeleton-and-cell-cycle,MITx: Cell Biology: The Cytoskeleton and Cell Cycle,5.0 stars,6 ratings,MITx,Biology & Life Sciences,Advanced,English,"Biochemistry, Biology, Cell Biology, Data Analysis, Genetics, Molecular Biology, Scientific Methods",$99 USD,7 weeks
https://www.edx.org/learn/genetics/massachusetts-institute-of-technology-genetics-population-genetics-and-human-traits,MITx: Genetics: Population Genetics and Human Traits,4.6 stars,5 ratings,,,,,,$99 USD,5 weeks
https://www.edx.org/learn/cellular-biology/harvard-university-cell-biology-mitochondria,HarvardX: Cell Biology: Mitochondria,4.7 stars,177 ratings,HarvardX,Biology & Life Sciences,Introductory,English,"Algae, Biology, Cell Biology, Macromolecule, Metabolism, Mitochondria",$149 USD,4 weeks
https://www.edx.org/learn/beer/ku-leuven-beer-the-science-of-brewing,KULeuvenX: Beer: the science of brewing,4.6 stars,47 ratings,KULeuvenX,Food & Nutrition,Intermediate,English,"Biochemistry, Influencing Skills",$99 USD,13 weeks
https://www.edx.org/learn/biology/massachusetts-institute-of-technology-introduction-to-biology-the-secret-of-life,MITx: Introduction to Biology - The Secret of Life,4.5 stars,37 ratings,MITx,Biology & Life Sciences,Introductory,English,"Auditing, Biochemistry, Biology, Formative And Summative Assessments, Genetics, Genomics, Macromolecule, Molecular Biology, Recombinant DNA Technology, Ribonucleic Acid Sequencing",$150 USD,16 weeks
https://www.edx.org/learn/dna/university-of-cambridge-forensic-science-dna-analysis,UniversityofCambridge: Forensic Science: DNA Analysis,4.6 stars,36 ratings,UniversityofCambridge,Biology & Life Sciences,Introductory,English,"Biology, DNA Profiling, Forensic Sciences, Genetics, Investigation, Law Enforcement, Molecular Biology, Podcasting, Public Policies, Research, Web Conferencing",$299 USD,5 weeks
https://www.edx.org/learn/genetics/massachusetts-institute-of-technology-genetics-the-fundamentals,MITx: Genetics: The Fundamentals,4.7 stars,29 ratings,MITx,Biology & Life Sciences,Advanced,English,"Biochemistry, Biology, Experimental Design, Genetics, Molecular Biology, Research, Scientific Methods",$99 USD,7 weeks
https://www.edx.org/learn/cellular-biology/massachusetts-institute-of-technology-cell-biology-transport-and-signaling,MITx: Cell Biology: Transport and Signaling,5.0 stars,7 ratings,MITx,Biology & Life Sciences,Advanced,English,"Biochemistry, Biology, Cell Biology, Data Analysis, Genetics, Molecular Biology, Scientific Methods",$99 USD,6 weeks
https://www.edx.org/learn/genetics/massachusetts-institute-of-technology-genetics-analysis-and-applications,MITx: Genetics: Analysis and Applications,4.7 stars,14 ratings,MITx,Biology & Life Sciences,Advanced,English,"Biochemistry, Biology, Experimental Design, Genetics, Molecular Biology, Research, Scientific Methods",$99 USD,8 weeks
https://www.edx.org/learn/cellular-biology/massachusetts-institute-of-technology-cell-biology-cell-cell-interactions,MITx: Cell Biology: Cell-Cell Interactions,4.7 stars,9 ratings,MITx,Biology & Life Sciences,Advanced,English,"Biochemistry, Biology, Cell Biology, Data Analysis, Genetics, Molecular Biology, Research, Scientific Methods",$99 USD,7 weeks
https://www.edx.org/learn/cellular-biology/massachusetts-institute-of-technology-cell-biology-the-cytoskeleton-and-cell-cycle,MITx: Cell Biology: The Cytoskeleton and Cell Cycle,5.0 stars,6 ratings,MITx,Biology & Life Sciences,Advanced,English,"Biochemistry, Biology, Cell Biology, Data Analysis, Genetics, Molecular Biology, Scientific Methods",$99 USD,7 weeks
https://www.edx.org/learn/genetics/massachusetts-institute-of-technology-genetics-population-genetics-and-human-traits,MITx: Genetics: Population Genetics and Human Traits,4.6 stars,5 ratings,,,,,,$99 USD,5 weeks
https://www.edx.org/learn/cellular-biology/harvard-university-cell-biology-mitochondria,HarvardX: Cell Biology: Mitochondria,4.7 stars,177 ratings,HarvardX,Biology & Life Sciences,Introductory,English,"Algae, Biology, Cell Biology, Macromolecule, Metabolism, Mitochondria",$149 USD,4 weeks
https://www.edx.org/learn/beer/ku-leuven-beer-the-science-of-brewing,KULeuvenX: Beer: the science of brewing,4.6 stars,47 ratings,KULeuvenX,Food & Nutrition,Intermediate,English,"Biochemistry, Influencing Skills",$99 USD,13 weeks
https://www.edx.org/learn/sustainable-development/sdg-academy-natural-resources-for-sustainable-development,SDGAcademyX: Natural Resources for Sustainable Development,4.5 stars,8 ratings,SDGAcademyX,Energy & Earth Sciences,Intermediate,,"Corporate Sustainability, Environmental Laws, Environmental Science, Governance, Investments, Oil And Gas, Sustainable Business, Sustainable Development",Expert instruction,12 weeks
https://www.edx.org/learn/environmental-science/eth-zurich-landscape-ecology,ETHx: Landscape Ecology,4.1 stars,14 ratings,ETHx,Environmental Studies,Intermediate,English,"Land Management, Landscape Ecology, Landscaping, Social Sciences",$50 USD,14 weeks
https://www.edx.org/learn/neuroscience/harvard-university-fundamentals-of-neuroscience-part-1-the-electrical-properties-of-the-neuron,"HarvardX: Fundamentals of Neuroscience, Part 1: The Electrical Properties of the Neuron",4.7 stars,116 ratings,,,,,,$249 USD,5 weeks
https://www.edx.org/learn/neuroscience/harvard-university-fundamentals-of-neuroscience-part-2-neurons-and-networks,"HarvardX: Fundamentals of Neuroscience, Part 2: Neurons and Networks.",4.6 stars,50 ratings,HarvardX,Biology & Life Sciences,Introductory,,"Animations, Complex Networks, Documentary Films, Electronic Circuits",$249 USD,6 weeks
https://www.edx.org/learn/neuroscience/harvard-university-fundamentals-of-neuroscience-part-3-the-brain,"HarvardX: Fundamentals of Neuroscience, Part 3: The Brain",4.9 stars,47 ratings,,,,,,$249 USD,8 weeks
https://www.edx.org/learn/neuroscience/harvard-university-fundamentals-of-neuroscience-part-1-the-electrical-properties-of-the-neuron,"HarvardX: Fundamentals of Neuroscience, Part 1: The Electrical Properties of the Neuron",4.7 stars,116 ratings,,,,,,$249 USD,5 weeks
https://www.edx.org/learn/cognitive-science/university-of-cambridge-introduction-to-cognitive-psychology-and-neuropsychology,UniversityofCambridge: Introduction to Cognitive Psychology and Neuropsychology,4.4 stars,31 ratings,,,,,,$299 USD,5 weeks
https://www.edx.org/learn/neuroscience/harvard-university-fundamentals-of-neuroscience-part-3-the-brain,"HarvardX: Fundamentals of Neuroscience, Part 3: The Brain",4.9 stars,47 ratings,,,,,,$249 USD,8 weeks
https://www.edx.org/learn/neuroscience/harvard-university-fundamentals-of-neuroscience-part-2-neurons-and-networks,"HarvardX: Fundamentals of Neuroscience, Part 2: Neurons and Networks.",4.6 stars,50 ratings,HarvardX,Biology & Life Sciences,Introductory,,"Animations, Complex Networks, Documentary Films, Electronic Circuits",$249 USD,6 weeks
https://www.edx.org/learn/behavioral-psychology/university-of-cambridge-the-psychology-of-emotions-an-introduction-to-embodied-cognition,UniversityofCambridge: The Psychology of Emotions: An Introduction to Embodied Cognition,4.4 stars,56 ratings,UniversityofCambridge,Biology & Life Sciences,Intermediate,English,"Cognitive Neuroscience, Cognitive Psychology, Decision Making, Human Factors, Neuroimaging, Psychology, Research, Self-Awareness",$299 USD,5 weeks
https://www.edx.org/learn/psychology/american-psychological-association-positive-psychology,APA: Positive Psychology,4.6 stars,37 ratings,APA,Social Sciences,Introductory,,"Creativity, Influencing Skills, Optimism, Psychology, Research, Scientific Studies",$129 USD,8 weeks
https://www.edx.org/learn/abnormal-psychology/doane-university-abnormal-psychology,DoaneX: Abnormal Psychology,4.6 stars,8 ratings,DoaneX,Humanities,Intermediate,English,"Abnormal Psychology, Auditing, Biology, Diagnostic And Statistical Manual Of Mental Disorders, Psychology",$119 USD,8 weeks
https://www.edx.org/learn/psychology/doane-university-fundamentals-of-psychology,DoaneX: Fundamentals of Psychology,4.6 stars,75 ratings,DoaneX,Social Sciences,Introductory,English,"Auditing, Cognitive Processing, Psychology, Psychopathology, Scientific Methods",$119 USD,8 weeks
https://www.edx.org/learn/human-psychology/universita-degli-studi-di-napoli-federico-ii-introduction-to-psychology-of-personality,FedericaX: Introduction to psychology of personality,4.0 stars,7 ratings,FedericaX,Humanities,Intermediate,English,"Personality Psychology, Psychology, Research",$55 USD,7 weeks
https://www.edx.org/learn/psychology/american-psychological-association-qualitative-research-in-psychology,APA: Qualitative Research in Psychology,4.6 stars,11 ratings,,,,,,$129 USD,8 weeks
https://www.edx.org/learn/psychology/the-university-of-queensland-introduction-to-clinical-psychology,UQx: Introduction to Clinical Psychology,4.8 stars,18 ratings,UQx,Humanities,Introductory,,"Clinical Psychology, Mental Diseases, Psychology, Schizophrenia",$249 USD,7 weeks
https://www.edx.org/learn/cognitive-science/american-psychological-association-be-a-better-learner-using-psychology,APA: Be a Better Learner Using Psychology,4.9 stars,7 ratings,APA,Social Sciences,Introductory,English,"Cognitive Psychology, Metacognition, Psychology, Research, Study Skills",$129 USD,8 weeks
https://www.edx.org/learn/neuroscience/harvard-university-fundamentals-of-neuroscience-part-1-the-electrical-properties-of-the-neuron,"HarvardX: Fundamentals of Neuroscience, Part 1: The Electrical Properties of the Neuron",4.7 stars,116 ratings,,,,,,$249 USD,5 weeks
https://www.edx.org/learn/cognitive-science/university-of-cambridge-introduction-to-cognitive-psychology-and-neuropsychology,UniversityofCambridge: Introduction to Cognitive Psychology and Neuropsychology,4.4 stars,31 ratings,,,,,,$299 USD,5 weeks
https://www.edx.org/learn/neuroscience/harvard-university-fundamentals-of-neuroscience-part-3-the-brain,"HarvardX: Fundamentals of Neuroscience, Part 3: The Brain",4.9 stars,47 ratings,,,,,,$249 USD,8 weeks
https://www.edx.org/learn/neuroscience/harvard-university-fundamentals-of-neuroscience-part-2-neurons-and-networks,"HarvardX: Fundamentals of Neuroscience, Part 2: Neurons and Networks.",4.6 stars,50 ratings,HarvardX,Biology & Life Sciences,Introductory,,"Animations, Complex Networks, Documentary Films, Electronic Circuits",$249 USD,6 weeks
https://www.edx.org/learn/behavioral-psychology/university-of-cambridge-the-psychology-of-emotions-an-introduction-to-embodied-cognition,UniversityofCambridge: The Psychology of Emotions: An Introduction to Embodied Cognition,4.4 stars,56 ratings,UniversityofCambridge,Biology & Life Sciences,Intermediate,English,"Cognitive Neuroscience, Cognitive Psychology, Decision Making, Human Factors, Neuroimaging, Psychology, Research, Self-Awareness",$299 USD,5 weeks
https://www.edx.org/learn/psychology/american-psychological-association-positive-psychology,APA: Positive Psychology,4.6 stars,37 ratings,APA,Social Sciences,Introductory,,"Creativity, Influencing Skills, Optimism, Psychology, Research, Scientific Studies",$129 USD,8 weeks
https://www.edx.org/learn/abnormal-psychology/doane-university-abnormal-psychology,DoaneX: Abnormal Psychology,4.6 stars,8 ratings,DoaneX,Humanities,Intermediate,English,"Abnormal Psychology, Auditing, Biology, Diagnostic And Statistical Manual Of Mental Disorders, Psychology",$119 USD,8 weeks
https://www.edx.org/learn/psychology/doane-university-fundamentals-of-psychology,DoaneX: Fundamentals of Psychology,4.6 stars,75 ratings,DoaneX,Social Sciences,Introductory,English,"Auditing, Cognitive Processing, Psychology, Psychopathology, Scientific Methods",$119 USD,8 weeks
https://www.edx.org/learn/human-psychology/universita-degli-studi-di-napoli-federico-ii-introduction-to-psychology-of-personality,FedericaX: Introduction to psychology of personality,4.0 stars,7 ratings,FedericaX,Humanities,Intermediate,English,"Personality Psychology, Psychology, Research",$55 USD,7 weeks
https://www.edx.org/learn/psychology/american-psychological-association-qualitative-research-in-psychology,APA: Qualitative Research in Psychology,4.6 stars,11 ratings,,,,,,$129 USD,8 weeks
https://www.edx.org/learn/psychology/the-university-of-queensland-introduction-to-clinical-psychology,UQx: Introduction to Clinical Psychology,4.8 stars,18 ratings,UQx,Humanities,Introductory,,"Clinical Psychology, Mental Diseases, Psychology, Schizophrenia",$249 USD,7 weeks
